prompt,chosen,rejected
"Tóm tắt văn bản sau: Ngày 17-4 , ông Lê Văn Phong , chủ tịch UBND huyện Côn Đảo , xác nhận với Tuổi Trẻ Online , tối 16-4 , công an huyện này đã bắt quả tang một vụ tàng trữ thịt vích và trứng vích tại một nhà dân ở huyện đảo này .Theo nguồn tin của Tuổi Trẻ , tại nhà ông V.N . T .ở khu dân cư số 3 , huyện Côn Đảo , công an đã bắt quả tang ông này đang tàng trữ khoảng 80 ký thịt vích gồm nhiều tay bơi của vích và hàng chục trứng , nội tạng vích .Một cán bộ có chức năng cho biết với tay bơi thu giữ tại nhà ông T. , ít nhất hai con vích đã bị xẻ thịt .Ông V.N . T .là một ngư dân nhưng tàng trữ , mua bán thịt vích và các sản phẩm của vích để bán cho các nhà hàng trên đảo , phục vụ du khách .Hiện vụ việc đang tiếp tục được điều tra để làm rõ vích bắt từ đâu , xẻ thịt ở đâu .Ông Phong khẳng định sẽ xử lý nghiêm những hành vi bắt , giết vích , trứng vích theo quy định .Theo quy định , vích là động vật nguy cấp , quý hiếm được ưu tiên bảo vệ .Những năm qua , tại Côn Đảo đã phát hiện một số vụ tàng trữ , vận chuyển trứng vích .Mới đây , trong phiên phúc thẩm TAND tỉnh Bà Rịa - Vũng Tàu đã tuyên phạt bị cáo Phạm Văn Tân 18 tháng tù về hành vi vận chuyển 116 quả trứng vích .","ông an huyện Côn Đảo , tỉnh Bà Rịa - Vũng Tàu vừa bắt quả tang một vụ tàng trữ thịt và trứng vích ( rùa biển ) tại một nhà dân ở huyện đảo này . Vích là động vật nguy cấp , quý hiếm được ưu tiên bảo vệ .",Bài viết nói về nhiều chủ đề.
"Tóm tắt văn bản sau: Ngày 12/5 , Chương trình bảo tồn thú ăn thịt và tê tê ( CPCP ) đã làm việc với Trạm Kiểm lâm Xuân Lộc ( Long Khánh , Đồng Nai ) để cứu hộ con cầy vằn ( Chrotogate owstoni ) .Cá thể này do ông Lưu Quang Mật , một người địa phương tình nguyện giao nộp .Con cầy vằn có sức khoẻ tốt .Năm 2014 , ông Mật đã mua hai con cầy vằn từ một thợ săn địa phương tại TP HCM để nuôi làm cảnh mà không biết đây là loài cấm săn bắt , buôn bán vì mục đích thương mại .Sau đó , một con đã chết , con còn lại được ông giao cho tổ chức cứu hộ .Cầy vằn có cân nặng 2 kg , bị thương nhẹ ở phần đuôi và tay trái ."" Điều tôi mong muốn nhất là nó sớm bình phục và tái thả về tự nhiên "" , ông Mật nói .Trước khi tái thả về tự nhiên , ông Nguyễn Văn Thái , Trung tâm Nghiên cứu và bảo tồn động vật hoang dã , cho rằng cần có thời gian kiểm tra và đánh giá sức khoẻ cầy vằn cẩn thận tại các khu kiểm dịch trước .Bởi loài này có thể bị nhiễm virus cúm gia cầm H 5 N 1 .Chúng từng bị chết với số lượng lớn vào năm 2005 và 2008 do cúm gây ra .Đây là cầy vằn đầu tiên được cứu hộ và chuyển đến trung tâm kể từ năm 2002 .Nó là một trong những loài cầy quý hiếm nhất ở Việt Nam , được xếp trong nhóm IIB và được ưu tiên bảo vệ theo Nghị định 32 .Phạm Hương","Cầy vằn cân nặng 2 kg , bị thương nhẹ ở đuôi và tay trái . Người giao nộp mong muốn con vật quý hiếm sớm bình phục và tái thả về tự nhiên .","Ngày 12/5 , Chương trình bảo tồn thú ăn thịt và tê..."
"Tóm tắt văn bản sau: Ngày 19/5 , ông Trần Anh Thư , Phó Chủ tịch UBND tỉnh An Giang cho biết , liên quan đến cặp hổ mang chúa bắt được tại núi Cấm , tỉnh đã liên hệ với Trung tâm Cứu hộ động vật hoang dã cử chuyên gia nghiên cứu , đánh giá và tìm kiếm môi trường sinh thái phù hợp thả về lại tự nhiên .Theo ông Thư , cặp rắn hổ mang chúa thuộc nhóm quý hiếm 1B nên chỉ có một cách xử lý duy nhất là thả về tự nhiên , nơi đủ các điều kiện cho loài này sinh sống và tự kiếm ăn trong môi trường hoang dã .Tỉnh sẽ bàn giao cặp rắn này lại cho Trung tâm Cứu hộ động vật hoang dã và sẽ do nơi đây quyết định .Nếu sức khoẻ cặp rắn đủ điều kiện thì cần phải thả ngay , còn chưa thì phải giữ lại chăm sóc .Có thể đưa cặp rắn về trung tâm nơi đủ điều kiện chăm sóc hoặc tiếp tục để nơi doanh nghiệp đang nuôi nhốt và có cán bộ , chuyên gia chăm sóc cho đến khi đủ điều kiện sức khoẻ thả lại về môi trường tự nhiên .“ Về môi trường sinh thái thả cặp rắn này cần xem xét đủ các điều kiện như , trong quá khứ và hiện tại phải có loài này sinh sống .Nơi mà bắt được cặp rắn là ở núi Cấm , tỉnh cũng kiến nghị và có mong muốn thả cặp rắn này về nơi đã bắt .Tuy nhiên , việc thả rắn về tự nhiên phải cân nhắc điều kiện thả , bởi đây là loài nguy hiểm cho con người .Sau khi cặp rắn này bị bắt , nuôi nhốt trong thời gian vừa qua sẽ tạo khuynh hướng tự vệ , biết đâu khi thả về tự nhiên rắn sẽ hung dữ ” , vị lãnh đạo tỉnh An Giang nói .Như tin đã đưa , trước đó , trong lúc nhóm công nhân đang thi công công trình dưới chân núi Cấm ( xã An Hảo , huyện Tịnh Biên , An Giang ) bất ngờ phát hiện cặp rắn trên nên dùng lưới và bao bố vây bắt .Theo quan sát , trên mình 2 con rắn hổ mây có vân như mây .Hầu hết thân màu vàng nhạt , có khoang trắng ngắt quãng .Tổng trọng lượng cặp rắn khoảng 60 kg , với chiều từ 6 - 7 m / con .",Ngành chức năng đang đánh giá và tìm kiếm môi trường sinh thái phù hợp để thả cặp rắn hổ mang chúa “ khủng ” bắt được tại núi Cấm ( tỉnh An Giang ) về lại tự nhiên .,"Ngày 19/5 , ông Trần Anh Thư , Phó Chủ tịch UBND t..."
"Tóm tắt văn bản sau: Các bác sĩ ở tỉnh Vân Nam , Trung Quốc cạo đầu bệnh nhân để loại bỏ chất độc hồi đầu tháng này .Do đặt chai thuốc trừ sâu DDVP cạnh dầu gội , một người đàn ông ở thành phố Côn Minh , tỉnh Vân Nam , Trung Quốc hồi đầu tháng này đã nhầm lẫn tai hại trong lúc gội đầu và chỉ phát hiện ra khi ngửi thấy mùi , theo SCMP .Anh bắt đầu có triệu chứng run rẩy , đổ mồ hôi và cố gắng rửa sạch thuốc trừ sâu nhưng không thành .Bệnh nhân sau đó được chuyển tới Bệnh viện Y học cổ truyền Trung Quốc ở tỉnh Vân Nam ."" Anh ấy cố rửa sạch bằng nước và giấm .Thực tế , trong tình huống này thì đó là cách hoàn toàn sai lầm "" , Wu Ying , phó trưởng khoa cấp cứu bệnh viện , cho biết .Các bác sĩ đã điều trị cho người đàn ông và cắt tóc của anh để loại bỏ chất độc còn sót lại ."" Chúng tôi phải sử dụng dao cạo dùng một lần .Các bác sĩ dùng kéo để cắt tóc và sau đó cạo đầu anh ấy "" , Wu nói thêm .Bệnh nhân hồi phục hoàn toàn vài ngày sau đó , phần lớn nhờ được điều trị kịp thời .Thuốc trừ sâu DDVP đã bị cấm ở Liên minh châu Âu ( EU ) trong hai thập niên qua vì độc tính và tác động lâu dài đến môi trường .DDVP cũng bị cấm tại một số nơi ở Trung Quốc như Quảng Châu , song nó vẫn được bán ở nhiều khu vực , bao gồm Côn Minh .Hồi tháng 11/2018 , một bé gái 5 tuổi ở tỉnh Hà Nam , miền trung Trung Quốc , suýt tử vong sau khi được bà ngoại gội đầu bằng DDVP pha loãng để diệt bọ chét trên đầu bé .Theo SCMP",Các bác sĩ ở tỉnh Vân Nam phải cạo toàn bộ tóc của bệnh nhân để loại bỏ chất kịch độc còn bám lại trên da đầu .,Văn bản có 1389 ký tự.
"Tóm tắt văn bản sau: Wells gọi căn phòng anh nằm sau phẫu thuật là "" cái tủ bát "" .Martyn Wells , 49 tuổi , đang chiến đấu với căn bệnh ung thư da giai đoạn 4 .Wells được phẫu thuật hôm 4/4 và được đưa tới căn phòng kín bưng trong lúc đang ngủ , theo Metro .Wells được bệnh viện Queen Elizabeth ở Birmingham thông báo rằng do thiếu giường ở bệnh viện , anh buộc phải ở đó .Việc tĩnh dưỡng sau phẫu thuật thường xuyên bị gián đoạn bởi các bác sĩ đi vào phòng này để lấy thiết bị và Wells phải đi bộ gần 50 mét để tới nhà vệ sinh gần nhất , người gắn đầy ống truyền .Wells làm quản lý công nghệ thông tin , sống tại Worcester , đã đăng lên Twitter của Bộ trưởng Y tế Jeremy Hunt ảnh căn phòng bệnh anh đang ở và gọi đó là "" cái chạn "" ."" Đối với tôi , toàn bộ sự cố này chính là những vấn đề của Dịch vụ Y tế quốc gia hiện nay .Trên Trái Đất này còn gì khó hiểu hơn việc đặt một bệnh nhân ung thư giai đoạn 4 vào trong một ' cái chạn ' .Tôi thực sự không hiểu nổi "" , bệnh nhân này nói .Anh cũng khẳng định rằng mình ở rất xa các bác sĩ và sẽ chết nếu bị ngưng tim ."" Tôi nằm đó với một vết rạch 38 cm và không có bất cứ ai bên cạnh .Quãng đường 50 m đến nhà vệ sinh là một điều khủng khiếp đối với người vừa cắt bỏ dạ dày .Có người đến đưa bữa sáng cho tôi nhưng thậm chí chẳng có bàn ăn nên tôi đành để trên đùi của mình và ăn vậy "" ."" Có tất cả các thiết bị y tế đặt trên các kệ bên cạnh tôi và các nhân viên y tế thường xuyên vào lấy .Một số người xin lỗi vì làm phiền tôi , một số khác thì lắc đầu không tin .Họ cảm thấy xấu hổ và đó là cách tốt nhất để diễn tả nó .Chính tôi cũng cảm thấy rất xấu hổ khi than phiền vì chính họ đã cứu sống tôi "" , Wells bày tỏ .Wells được chẩn đoán mắc ung thư vào tháng 3/2017 và buộc phải cắt bỏ một phần dạ dày sau khi các bác sĩ phát hiện một khối u . Các lãnh đạo bệnh viện bảo vệ quyết định đưa Wells vào căn phòng đó và theo họ , các nhân viên đã làm đúng quy định ."" Chúng tôi rất tiếc về việc ông Wells không hài lòng với tình hình của mình .Khi phòng bệnh quá tải , bệnh nhân có thể được đưa sang căn phòng khác để một bệnh nhân khác nặng hơn được chuyển vào .Những phòng như của ông Wells được trang bị đầy đủ các thiết bị y tế và được sử dụng để hỗ trợ năng lực quản lý trên toàn bệnh viện .Uy tín và sự chăm sóc an toàn cho tất cả bệnh nhân là ưu tiên hàng đầu của chúng tôi "" , phát ngôn viên bệnh viện cho hay .Huyền Lê","Vài tiếng sau ca phẫu thuật cắt dạ dày , bệnh nhân Anh sốc khi tỉnh dậy trong một căn phòng chật hẹp , không có cửa sổ .",Văn bản có 2350 ký tự.
"Tóm tắt văn bản sau: Nam sinh Xiaoqin được chẩn đoán mắc chứng rối loạn lưỡng cực vào tuần trước , sau khi cậu bị kết luận nhầm là trầm cảm và đột nhiên có điểm số cao vọt .Rối loạn lưỡng cực là chứng rối loạn tâm thần khiến người bệnh trải qua những khoảnh khắc hưng phấn , tràn đầy năng lượng , hoặc trầm cảm và đôi khi có ý muốn tự tử .Nguyên nhân căn bệnh này hiện chưa được phát hiện .Theo Medical News Today , đó có thể là kết quả của một loạt các yếu tố , bao gồm yếu tố di truyền , mất cân bằng hoá học não , các vấn đề về hormon cũng như yếu tố môi trường .Sau khi vào cấp 3 , Xiaoqin gặp khó khăn trong học tập và đã bỏ học .Mẹ cậu đưa cậu đến gặp một bác sĩ tâm lý ở bệnh viện địa phương .Sau hai tuần điều trị , Xiaoqin cư xử như người khác .Cậu học miệt mài suốt đêm và xếp thứ 5 trong lớp trong một bài thi gần đây .Bác sĩ tâm thần Cai Wei nhận thấy Xiaoqin bị rối loạn lưỡng cực chứ không phải trầm cảm sau khi nhận được cuộc gọi từ mẹ cậu ."" Trong lần tư vấn đầu tiên , tôi hỏi đi hỏi lại xem cậu bé có tâm trạng vui vẻ không , có hoạt động tích cực và trở nên hay nói không , nhưng cả hai mẹ con đều phủ nhận "" , bác sĩ Cai Wei cho biết .Gần đây , Xiaoqin từ một học sinh chăm chỉ bỗng dưng chỉ lầm lì nằm yên một chỗ .Tương tự , một phụ nữ ở Thành Đô , Tứ Xuyên , Trung Quốc vừa nhận lại khoản tiền hàng chục ngàn nhân dân tệ sau khi chứng bệnh tâm thần khiến cô mua sắm điên cuồng từ năm 2012 .Bác sĩ Đặng Hồng ở Tứ Xuyên chia sẻ , một số bệnh nhân có thể trở nên hung dữ , không điều chỉnh nổi cảm xúc như người bình thường , và trải qua các triệu chứng như bệnh tâm thần .Một số ý kiến cho rằng nhiều nghệ sĩ nổi tiếng trong lịch sử từng trải qua căn bệnh rối loạn lưỡng cực như danh hoạ Vincent van Gogh , nhà soạn nhạc Ludwig van Beethoven và nhà văn Edgar Allan Poe .Mặc dù không có số liệu chính thức về số người mắc bệnh rối loạn lưỡng cực ở Trung Quốc , khoa Y trường đại học Li Ka Shing , Hong Kong cho thấy khoảng 5,5 % , hay cứ 20 người thì có 1 người ở Hong Kong bị căn bệnh này .","Một sự đột phá trong kết quả học tập cũng có thể là dấu hiệu của bệnh tâm thần , như triệu chứng của một học sinh cấp 3 ở Hàng Châu , Triết Giang , Trung Quốc .",Bài viết nói về nhiều chủ đề.
"Tóm tắt văn bản sau: Người dẫn chương trình Pete Hegseth .Chia sẻ trên chương trình "" Fox and Friends "" hôm 10/2 , nam MC Pete Hegseth nói rằng 10 năm nay ông không rửa tay và không e sợ các vi sinh vật truyền bệnh bởi chúng không thể nhìn thấy được bằng mắt thường ."" Tôi tự tiêm chủng "" , BBC dẫn lời người dẫn chương trình từng tốt nghiệp đại học Harvard và Princeton , nói ."" Vi khuẩn là thứ không có thật .Tôi không thể nhìn thấy chúng , do đó chúng không có thật "" .Hegseth nhắc đến chuyện rửa tay khi đang trò chuyện về một miếng pizza thừa không được bảo quản trong tủ lạnh và cho hay mình không thấy có vấn đề gì với việc ăn nó ."" Tôi thực sự chẳng bao giờ rửa tay "" , Hegseth nói .Phát ngôn của nam MC Fox News nhanh chóng nhận được những ý kiến trái chiều trên mạng xã hội ."" Việc học ở Harvard và Princeton dường như là minh chứng cho trình độ học vấn nhưng rõ ràng không phải vậy "" , một người bình luận ."" Không rửa tay 10 năm với tôi là một sự xem thường sức khoẻ của người khác "" , người khác nhận xét .Tuy nhiên , một số người cũng nhấn mạnh rằng việc quá ám ảnh với vệ sinh cũng là một điều không tốt và có thể làm giảm khả năng đề kháng tự nhiên của cơ thể với vi khuẩn .Hegseth sau đó giải thích rằng ông chỉ định đùa ."" Chúng ta sống trong một xã hội nơi mọi người bước đi với những chai nước khử trùng tay trong túi và họ vệ sinh 19.000 lần một ngày cứ như thể điều đó sẽ cứu mạng họ "" , ông nói ."" Tôi cũng chăm sóc bản thân nhưng tôi không phải lúc nào cũng ám ảnh về mọi thứ như thế "" .Về phản ứng của công chúng , Hegseth cho hay ông thấy buồn cười khi mọi người hiểu phát ngôn trên "" theo nghĩa đen và quá nghiêm trọng "" đến mức khiến "" đầu họ nổ tung "" .Tổng thống Donald Trump , người có nhiều cuộc phỏng vấn với Fox nhất trong số các kênh truyền hình lớn , từng thừa nhận ông mắc hội chứng sợ vi khuẩn .Trong cuốn sách năm 1997 "" The Art of the Comeback "" , ông viết rằng một trong những lời nguyền của xã hội Mỹ chính là hành động bắt tay .Ông cho biết mình cảm thấy khoẻ hơn sau khi rửa tay thật kỹ và sẽ rửa tay nhiều nhất có thể .",Pete Hegseth cho hay ông không rửa tay vì tin rằng vi khuẩn không có thật .,Nội dung khá dài và phức tạp.
"Tóm tắt văn bản sau: Hamaseh Tayari và bạn trai .Hamaseh Tayari được thông báo rằng cô không thể bay từ Costa Rica trung chuyển qua Mỹ về Scotland do sử dụng hộ chiếu Iran .Các quan chức hàng không ở sân bay San Jose , Costa Rica , cũng nói rằng thị thực Mỹ của cô đã không còn hiệu lực , theo BBC .Cô và bạn trai phải đặt các chuyến bay mới với chi phí lên tới hơn 3.000 USD quá cảnh ở Madrid và London , khiến họ không còn tiền ăn , thuê phòng và trả các hoá đơn trong những tháng tới .Tổ chức Phụ nữ vì Độc lập tối qua đã lên tiếng kêu gọi mọi người hỗ trợ cho Tayari và chỉ sau vài giờ quyên được tới 7.500 USD ."" Thật đáng kinh ngạc "" , Tayari thốt lên khi nghe tin rằng mình đã có đủ tiền để trả cho các chuyến bay .Biểu tình phản đối lệnh cấm nhập cảnh của TrumpSáng nay , Tayari đăng tải một bức ảnh lên Facebook từ sân bay Costa Rica cho hay hai người "" rất mệt nhưng không cô độc "" ."" Cảm ơn tất cả sự ủng hộ , yêu mọi người !Tayari bị cấm bay qua Mỹ theo sắc lệnh mới của Tổng thống Donald Trump cấm nhập cảnh đối với công dân từ các quốc gia Hồi giáo là Syria , Iran , Iraq , Libya , Somalia , Sudan và Yemen trong 90 ngày .Tayari lớn lên và học tập ở Italy , trở thành bác sĩ thú y vào năm 2012 .Cô đến Scotland để tiếp tục việc học vào năm 2015 ."" Tôi vẫn mang quốc tịch Iran vì tôi chưa bao giờ nghĩ về việc thay đổi nó "" , cô nói .Chính phủ Scotland cho biết đang theo dõi sát sao tình hình và sẵn sàng trợ giúp Tayari .Anh Ngọc",Một nữ bác sĩ thú y gặp rắc rối vì lệnh cấm nhập cảnh Mỹ đã có tiền mua vé máy bay về nhà sau khi được những người lạ hỗ trợ hàng nghìn đô .,Hamaseh Tayari và bạn trai .Hamaseh Tayari được th...
"Tóm tắt văn bản sau: Tại buổi gặp gỡ với văn nghệ sĩ thành phố Hà Nội sáng 18/2 , trước sự quan tâm của đại biểu , Chủ tịch UBND TP Hà Nội Nguyễn Đức Chung đã thẳng thắn chia sẻ về tình hình sức khoẻ .Chủ tịch UBND TP Hà Nội Nguyễn Đức Chung cho biết ông hoàn toàn khoẻ mạnh và không dùng bất cứ loại thuốc nào .Ông cho hay , đầu năm 2015 , phát hiện thấy polyp sát trực tràng , ông sang Pháp điều trị và mổ vào tháng 4/2015.Ca mổ thành công ."" Mọi việc tôi đã báo cáo đầy đủ với lãnh đạo Đảng và Chính phủ "" , ông nói .Một năm sau ca phẫu thuật polyp , tháng 4/2016 , khi ông Chung đi kiểm tra sức khoẻ , bác sĩ phát hiện trong phổi có một nốt kích thước 5x7 mm , hỏi bác sĩ trong nước thì “ 5 người nói 5 kiểu khác nhau ” .Lãnh đạo thành phố cho rằng , ông nên sang Pháp khám và điều trị vì ở trong nước việc lấy mẫu sinh thiết một nốt nhỏ trong phổi chưa làm được .Tháng 10/2016 , ông Chung sang Pháp điều trị .Ca mổ được thực hiện trong một tiếng .Các giáo sư cho biết , chỉ số ung thư phổi của một người bệnh là từ 2,5 trở lên , còn chỉ số của ông Chung là 1,18 ."" Chữa bệnh xong tôi về nước và ngày hôm sau đi làm luôn từ đó đến nay , không phải dùng bất cứ loại thuốc gì , sức khoẻ tôi đã trở lại bình thường "" , ông Chung chia sẻ và cho hay , ông không có vấn đề gì phải giấu giếm về tình trạng sức khoẻ của mình .Cũng tại cuộc gặp mặt , Chủ tịch Hà Nội đã thông tin tới các văn nghệ sĩ về một số kết quả nổi bật mà thành phố đạt được trong năm 2016 cũng như những thách thức đặt ra với thủ đô .Theo đó , thành phố đang triển khai các thủ tục cần thiết để khởi công xây dựng một nhà hát lớn ngang tầm khu vực mang tên Hoa Sen với hơn 2.000 chỗ ngồi vào khoảng tháng 8/2017.Ông Nguyễn Đức Chung sinh năm 1967 , quê Kinh Môn ( Hải Dương ) , là điều tra viên cao cấp , tiến sĩ luật , cử nhân kinh tế .Ông được phong danh hiệu Anh hùng lực lượng vũ trang khi mới 37 tuổi và từng kinh qua các chức vụ Thủ trưởng Cơ quan cảnh sát điều tra , Giám đốc Công an Hà Nội trước khi được bầu làm Chủ tịch Hà Nội vào cuối năm 2015 và tái cử vào giữa năm 2016 .Võ Hải","Sau 2 lần phẫu thuật tại Pháp , ông Nguyễn Đức Chung cho hay ông không phải dùng bất cứ loại thuốc gì .",Bài viết nói về nhiều chủ đề.
"Tóm tắt văn bản sau: Bò sát mặt đất , bịt khăn hoặc vải thấm nước lên miệng , mũiTheo Hiệp hội Chống hoả hoạn Quốc gia Mỹ , khói trong đám cháy gây chết người vì chứa những thành phần sau :Các hạt nhỏ không bị đốt cháy , bị đốt cháy một phần hoặc hoàn toàn rất nhỏ đến mức vượt qua bộ lọc của hệ hô hấp để tới phổi .Một số hạt rất độc trong khi những loại khác gây khó chịu cho mắt và hệ tiêu hoá .Các loại hơi giống sương mù đầu độc cơ thể nếu được hít hoặc thấm qua da .Các loại khí độc mà phổ biến nhất là carbon monoxide ( CO ) khiến cơ thể thiếu hụt oxy , làm tổn thương hệ thần kinh , đẩy nạn nhân vào trạng thái hôn mê , bất tỉnh hoặc nặng hơn là tử vong .Chỉ 0,1 % CO trong không khí cũng gây nguy hiểm cho tính mạng .Ngoài ra , hidro xyanua ( HCN ) xuất hiện khi nhựa bị đốt cản trở tế bào hô hấp .Đồ gia dụng sử dụng vật liệu vinyl nếu cháy sinh ra phosgene ; ở mức độ thấp gây ngứa mắt , viêm họng còn ở mức độ cao gây sưng phổi , tử vong .Ngoài khói độc , đám cháy giảm oxy trong không khí bằng cách tiêu thụ oxy hoặc thay thế nó với loại khí khác .Oxy xuống dưới nồng độ tiêu chuẩn 21 % dẫn đến những tác hại như sau :Nhiệt cũng là mối đe doạ hệ đến hô hấp .Không khí đạt đến độ nóng nhất định đủ khả năng giết người chỉ bằng một hơi thở !Để tránh nguy cơ tử vong do khói , trong trường hợp xảy ra hoả hoạn , bạn hãy nhanh chóng thoát ra bằng cách bò sát mặt đất , bịt khăn hoặc vải thấm nước lên miệng , mũi rồi di chuyển đến nơi không khí trong lành và kiểm tra hô hấp để kịp thời can thiệp .Chú ý các dấu hiệu như khàn tiếng , thay đổi giọng nói , thở gấp , đờm đen bởi chúng cảnh báo những vấn đề nghiêm trọng .Nạn nhân bị ngạt thở cần được đưa đến cơ sở y tế ngay lập tức .Cấp cứu nạn nhân bị ngạt khóiCơ hội sống sót của nạn nhân bị ngạt khí phụ thuộc vào thời gian được đưa tới bệnh viện .Nếu bệnh nhân bị ngưng tim thì chỉ có 4 phút để hành động .Sau đó mỗi phút cơ hội sống của nạn nhân sẽ giảm đi 10 % .Nếu có nhân viên y tế sẽ cho nạn nhân thở mặt nạ oxy liều cao , đặt nội khí quản trợ thở , dùng thuốc ức chế cạnh tranh … Nếu không có nhân viên y tế , cần khẩn trương cấp cứu theo trình tự :Nhanh chóng mở rộng cửa , làm thoáng khí , đưa nạn nhân ra khỏi nơi nhiễm độc càng nhanh càng tốt , nhưng phải lưu ý đảm bảo an toàn cho cả người cấp cứu .- Gọi thêm người hỗ trợ để sơ cứu cho nạn nhân đồng thời gọi cấp cứu 115 .- Nếu bệnh nhân thở yếu , ngừng thở phải tiến hành hà hơi thổi ngạt ngay .Sau đó phải chuyển nhanh nạn nhân đến bệnh viện để điều trị tiếp .","Theo thống kê của tạp chí y khoa eMedicineHealth , ngạt khói chiếm 50 - 80 % nguyên nhân tử vong trong các vụ hoả hoạn . Trong khói hoả hoạn có gì , xử lý sao để sống sót ?",Văn bản có 2465 ký tự.
"Tóm tắt văn bản sau: Vì sao có tiền vẫn chậm tiến độ ?Cơ sở 2 của bệnh viện Bạch Mai và bệnh viện Hữu nghị Việt Đức được khởi công xây dựng vào tháng 12/2014 tại xã Liêm Tuyền , TP. Phủ Lý , Hà Nam với quy mô mỗi bệnh viện 1. 000 giường , diện tích sàn mỗi bệnh viện gần 120. 000 m2 , tổng mức đầu tư cả 2 dự án hơn 8. 000 tỷ đồng. Tuy nhiên 2 "" siêu dự án "" này đã chậm tiến độ và ngừng thi công nhiều tháng nayTheo đại diện ban Quản lý dự án y tế trọng điểm ( bộ Y tế ) , đây là 2 dự án trọng điểm của bộ Y tế , quy mô dự án rất lớn , công nghệ hiện đại lần đầu tiên được áp dụng tại Việt Nam. Do đó , bộ Y tế đã chỉ đạo Ban sử dụng nhà thầu tư vấn nước ngoài ( công ty VK – Brussels ) lập dự án , thiết kế ý tưởng , thiết kế cơ sở ( TKCS ) và triển khai thiết kế kỹ thuật ( TKKT ) phần kiến trúc công trình. Còn phần thiết kế kết cấu và cơ điện công trình do các nhà thầu tư vấn trong nước thực hiện. Bộ cũng chỉ đạo ban Quản lý dự án y tế trọng điểm tổ chức đấu thầu rộng rãi các gói thầu hỗn hợp , bao gồm TKKT , thiết kế bản vẽ thi công , thi công và lắp đặt thiết bị công trình. Lý do chậm tiến độ , ban Quản lý dự án y tế trọng điểm lý giải , là do trong quá trình thực hiện dự án gặp rất nhiều khó khăn vì quy mô lớn , phải phối kết hợp và hài hoà về giải pháp thiết kế giữa tư vấn nước ngoài và điều kiện của Việt Nam , chuyển đổi thủ tục thẩm định , phê duyệt thiết kế theo quy định của luật Xây dựng 2014. Các gói thầu thực hiện theo hợp đồng vừa thiết kế , thẩm định và vừa triển khai thi công , trong khi chưa có sự phối hợp nhịp nhàng , chặt chẽ giữa đơn vị thiết kế trong và ngoài nước , đơn vị thẩm tra , đơn vị thẩm định , cũng như trong áp dụng tiêu chuẩn Việt Nam và tiêu chuẩn châu Âu. Đại diện ban Quản lý dự án y tế trọng điểm còn cho rằng , trên cơ sở TKKT theo từng hạng mục và giai đoạn được thẩm định , phê duyệt , thì cơ quan thiết kế của tổng thầu mới có thể hoàn chỉnh dự toán để gửi viện Kinh tế xây dựng thẩm tra. Dự toán xây lắp dựa vào nhiều yếu tố phát sinh trong thực tế thi công đã gây nhiều tranh cãi giữa các bên khi thẩm tra , làm mất nhiều thời gian. Ngoài ra , theo vị đại diện , hiện hai dự án đã thi công xong phần thô , đang ở giai đoạn hoàn thiện. Tuy nhiên , do có nhiều yếu tố phát sinh cũng như thời gian thẩm định kéo dài , cả hai dự án sẽ không thể hoàn thành đúng tiến độ như kế hoạch đề ra ( tháng 12/2017). Từng điều chỉnh thiết kếTheo đại diện ban Quản lý dự án y tế trọng điểm , một phần chậm tiến độ còn do hai dự án từng phải điều chỉnh một số hạng mục thiết kế do hạ tầng khó khăn và điều chỉnh từ bệnh viện. Về việc có hay không điều chỉnh dự án một số hạng mục làm tăng , vượt tổng vốn đầu tư , đại diện Ban thừa nhận , trong quá trình triển khai thực hiện , cả 2 dự án đều phải điều chỉnh TKCS do 2 bệnh viện yêu cầu bổ sung một số hạng mục như diện tích lưu trú , trực của bác sĩ nội trú , khu xạ trị ( Bệnh viện Việt Đức ). Riêng hạng mục phần ngầm , phương án thiết kế cơ sở ban đầu là cọc khoan nhồi. Do đó , đơn vị thiết kế đã đề xuất giải pháp móng cọc bê tông cốt thép đúc sẵn thay cho cọc khoan nhồi để tiết kiệm chi phí và kiểm soát chất lượng tốt hơn. Tuy nhiên , “ việc điều chỉnh thiết kế này không làm thay đổi tổng mức đầu tư đã được phê duyệt ” , vị đại diện nhấn mạnh. Trả lời câu hỏi của PV , thời gian tới bộ Y tế đã có phương án cụ thể như thế nào để khắc phục tình trạng chậm tiến độ hiện nay ?Đại diện ban Quản lý dự án y tế trọng điểm ( bộ Y tế ) cho biết : “ Bộ đã có văn bản trình Thủ tướng về giải pháp khắc phục chậm tiến độ của 2 dự án , bên cạnh đó Phó Thủ tướng Trịnh Đình Dũng cũng chỉ đạo bộ Xây dựng sớm có phương án tháo gỡ khó khăn để đẩy nhanh tiến độ hai dự án ”. Như vậy , trước mắt bộ Y tế cũng chưa có phương án cụ thể nào để có thể giải quyết vấn đề này.","Ban Quản lý dự án y tế trọng điểm - bộ Y tế vừa có câu trả lời với PV về giải pháp cho cơ sở 2 của bệnh viện Việt Đức và Bạch Mai chậm tiến độ nhiều tháng nay , tuy nhiên vẫn chưa thấy phương án cụ thể nào .",Văn bản có 3735 ký tự.
